A.02. Código del centro educativo según último acuerdo de acreditación:,TOTAL HOMICIDIOS DEPARTAMENTALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION DEPARTAMENTAL,TOTAL HOMICIDIOS MUNICIPALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION MUNICIPAL
62030,265,0.0004,0,0.0000
62031,265,0.0004,24,0.0003
62032,265,0.0004,24,0.0003
62033,265,0.0004,24,0.0003
62034,265,0.0004,24,0.0003
62035,265,0.0004,24,0.0003
62036,265,0.0004,24,0.0003
62037,265,0.0004,24,0.0003
62038,265,0.0004,24,0.0003
62039,265,0.0004,24,0.0003
62040,265,0.0004,24,0.0003
62041,265,0.0004,24,0.0003
62042,265,0.0004,24,0.0003
62043,265,0.0004,24,0.0003
62044,265,0.0004,24,0.0003
62045,265,0.0004,24,0.0003
62046,265,0.0004,24,0.0003
62047,265,0.0004,24,0.0003
62048,265,0.0004,24,0.0003
62049,265,0.0004,24,0.0003
62050,265,0.0004,24,0.0003
62051,265,0.0004,24,0.0003
62052,265,0.0004,24,0.0003
62053,265,0.0004,24,0.0003
62054,265,0.0004,24,0.0003
62055,265,0.0004,24,0.0003
62056,265,0.0004,24,0.0003
62057,265,0.0004,24,0.0003
62058,265,0.0004,N/A,N/A
62059,265,0.0004,N/A,N/A
62062,265,0.0004,87,0.0003
62063,265,0.0004,87,0.0003
62064,265,0.0004,87,0.0003
62066,265,0.0004,87,0.0003
62067,265,0.0004,87,0.0003
62069,265,0.0004,87,0.0003
62070,265,0.0004,87,0.0003
62071,265,0.0004,87,0.0003
62072,265,0.0004,87,0.0003
62073,265,0.0004,87,0.0003
62074,265,0.0004,87,0.0003
62075,265,0.0004,87,0.0003
62076,265,0.0004,87,0.0003
62077,265,0.0004,87,0.0003
62078,265,0.0004,87,0.0003
62079,265,0.0004,3,0.0006
62080,265,0.0004,3,0.0006
62081,265,0.0004,3,0.0006
62082,265,0.0004,3,0.0006
62083,265,0.0004,3,0.0006
62085,265,0.0004,2,0.0003
62086,265,0.0004,2,0.0003
62087,265,0.0004,2,0.0003
62088,265,0.0004,6,0.0003
62089,265,0.0004,6,0.0003
62090,265,0.0004,6,0.0003
62091,265,0.0004,6,0.0003
62092,265,0.0004,6,0.0003
62093,265,0.0004,2,0.0003
62094,265,0.0004,6,0.0003
62095,265,0.0004,6,0.0003
62096,265,0.0004,87,0.0003
62097,265,0.0004,68,0.0008
64001,263,0.0006,12,0.0002
64002,263,0.0006,12,0.0002
64003,263,0.0006,12,0.0002
64004,263,0.0006,12,0.0002
64005,263,0.0006,12,0.0002
64006,263,0.0006,12,0.0002
64007,263,0.0006,12,0.0002
64008,263,0.0006,12,0.0002
64009,263,0.0006,12,0.0002
64010,263,0.0006,12,0.0002
64011,263,0.0006,12,0.0002
64013,263,0.0006,44,0.0012
64014,263,0.0006,44,0.0012
64015,263,0.0006,44,0.0012
64016,263,0.0006,44,0.0012
64017,263,0.0006,4,0.0004
64018,263,0.0006,4,0.0004
64019,263,0.0006,0,0.0000
64020,263,0.0006,0,0.0000
64021,263,0.0006,0,0.0000
64022,263,0.0006,0,0.0000
64023,263,0.0006,0,0.0000
64024,263,0.0006,0,0.0000
64025,263,0.0006,0,0.0000
64026,263,0.0006,0,0.0000
64027,263,0.0006,0,0.0000
64028,263,0.0006,0,0.0000
64029,263,0.0006,8,0.0008
64030,263,0.0006,8,0.0008
64031,263,0.0006,8,0.0008
64032,263,0.0006,8,0.0008
64033,263,0.0006,8,0.0008
64034,263,0.0006,58,0.0008
64035,263,0.0006,58,0.0008
64036,263,0.0006,58,0.0008
64037,263,0.0006,58,0.0008
64038,263,0.0006,58,0.0008
64039,263,0.0006,58,0.0008
64040,263,0.0006,58,0.0008
64041,263,0.0006,58,0.0008
64042,263,0.0006,58,0.0008
64043,263,0.0006,58,0.0008
64044,263,0.0006,58,0.0008
64046,263,0.0006,58,0.0008
64047,263,0.0006,58,0.0008
64048,263,0.0006,58,0.0008
64049,263,0.0006,58,0.0008
64051,263,0.0006,10,0.0004
64052,263,0.0006,10,0.0004
64053,263,0.0006,10,0.0004
64055,263,0.0006,10,0.0004
64057,263,0.0006,10,0.0004
64058,263,0.0006,32,0.0006
64059,263,0.0006,32,0.0006
64060,263,0.0006,32,0.0006
64061,263,0.0006,32,0.0006
64062,263,0.0006,32,0.0006
64063,263,0.0006,32,0.0006
64064,263,0.0006,32,0.0006
64065,263,0.0006,32,0.0006
64066,263,0.0006,17,0.0015
64067,263,0.0006,17,0.0015
64068,263,0.0006,17,0.0015
64069,263,0.0006,3,0.0005
64070,263,0.0006,3,0.0005
64071,263,0.0006,3,0.0005
64072,263,0.0006,N/A,N/A
64073,263,0.0006,N/A,N/A
64074,263,0.0006,32,0.0016
64075,263,0.0006,32,0.0016
64076,263,0.0006,32,0.0016
64077,263,0.0006,32,0.0016
64078,263,0.0006,32,0.0016
64079,263,0.0006,32,0.0016
64080,263,0.0006,32,0.0016
64082,263,0.0006,32,0.0016
64083,263,0.0006,32,0.0016
64084,263,0.0006,3,0.0003
64085,263,0.0006,3,0.0003
64086,263,0.0006,3,0.0003
64087,263,0.0006,3,0.0003
64088,263,0.0006,3,0.0003
64089,263,0.0006,3,0.0003
64090,263,0.0006,3,0.0003
64091,263,0.0006,16,0.0021
64092,263,0.0006,16,0.0021
64093,263,0.0006,16,0.0021
64094,263,0.0006,18,0.0003
64095,263,0.0006,18,0.0003
64096,263,0.0006,18,0.0003
64097,263,0.0006,18,0.0003
64098,263,0.0006,18,0.0003
64099,263,0.0006,18,0.0003
64100,263,0.0006,18,0.0003
64101,263,0.0006,18,0.0003
64102,263,0.0006,18,0.0003
64103,263,0.0006,18,0.0003
64104,263,0.0006,18,0.0003
64105,263,0.0006,18,0.0003
64106,263,0.0006,18,0.0003
64107,263,0.0006,18,0.0003
64108,263,0.0006,18,0.0003
64109,263,0.0006,18,0.0003
64110,263,0.0006,18,0.0003
64111,263,0.0006,18,0.0003
64112,263,0.0006,18,0.0003
64113,263,0.0006,18,0.0003
64114,263,0.0006,18,0.0003
64115,263,0.0006,18,0.0003
64116,263,0.0006,18,0.0003
64117,263,0.0006,18,0.0003
64118,263,0.0006,18,0.0003
64119,263,0.0006,3,0.0003
64120,263,0.0006,12,0.0002
64123,263,0.0006,18,0.0003
64124,263,0.0006,58,0.0008
64125,263,0.0006,44,0.0012
64126,263,0.0006,8,0.0008
66001,80,0.0004,4,0.0005
66002,80,0.0004,4,0.0005
66003,80,0.0004,4,0.0005
66005,80,0.0004,4,0.0005
66006,80,0.0004,0,0.0000
66007,80,0.0004,1,0.0002
66008,80,0.0004,1,0.0002
66009,80,0.0004,1,0.0002
66010,80,0.0004,1,0.0002
66011,80,0.0004,1,0.0002
66013,80,0.0004,0,0.0000
66015,80,0.0004,0,0.0000
66016,80,0.0004,0,0.0000
66018,80,0.0004,2,0.0003
66019,80,0.0004,2,0.0003
66020,80,0.0004,15,0.0005
66021,80,0.0004,15,0.0005
66022,80,0.0004,15,0.0005
66023,80,0.0004,5,0.0010
66025,80,0.0004,5,0.0010
66026,80,0.0004,5,0.0010
66028,80,0.0004,0,0.0000
66029,80,0.0004,0,0.0000
66030,80,0.0004,0,0.0000
66031,80,0.0004,4,0.0003
66032,80,0.0004,1,0.0002
66033,80,0.0004,1,0.0002
66034,80,0.0004,7,0.0005
66035,80,0.0004,7,0.0005
66036,80,0.0004,7,0.0005
66037,80,0.0004,7,0.0005
66038,80,0.0004,7,0.0005
66039,80,0.0004,7,0.0005
66040,80,0.0004,7,0.0005
66041,80,0.0004,7,0.0005
66042,80,0.0004,7,0.0005
66043,80,0.0004,7,0.0005
66044,80,0.0004,7,0.0005
66045,80,0.0004,7,0.0005
66046,80,0.0004,7,0.0005
66048,80,0.0004,7,0.0005
66049,80,0.0004,7,0.0005
66051,80,0.0004,7,0.0005
66052,80,0.0004,7,0.0005
66053,80,0.0004,7,0.0005
66054,80,0.0004,7,0.0007
66055,80,0.0004,7,0.0007
66056,80,0.0004,7,0.0007
66058,80,0.0004,7,0.0007
66060,80,0.0004,7,0.0007
66061,80,0.0004,7,0.0007
66062,80,0.0004,7,0.0007
66063,80,0.0004,7,0.0007
66065,80,0.0004,7,0.0007
66066,80,0.0004,7,0.0007
66067,80,0.0004,7,0.0007
66068,80,0.0004,7,0.0007
66069,80,0.0004,7,0.0007
66070,80,0.0004,4,0.0003
66071,80,0.0004,4,0.0003
66072,80,0.0004,4,0.0003
66073,80,0.0004,4,0.0003
66074,80,0.0004,7,0.0007
66075,80,0.0004,7,0.0007
66076,80,0.0004,4,0.0005
66077,80,0.0004,0,0.0000
66078,80,0.0004,0,0.0000
66079,80,0.0004,0,0.0000
66082,80,0.0004,0,0.0000
66083,80,0.0004,0,0.0000
66084,80,0.0004,0,0.0000
66085,80,0.0004,0,0.0000
66086,80,0.0004,0,0.0000
66087,80,0.0004,15,0.0005
66088,80,0.0004,15,0.0005
66089,80,0.0004,15,0.0005
66090,80,0.0004,15,0.0005
66091,80,0.0004,15,0.0005
66093,80,0.0004,15,0.0005
66094,80,0.0004,15,0.0005
66095,80,0.0004,15,0.0005
66096,80,0.0004,15,0.0005
66097,80,0.0004,15,0.0005
66098,80,0.0004,15,0.0005
66099,80,0.0004,15,0.0005
66100,80,0.0004,15,0.0005
66101,80,0.0004,15,0.0005
66102,80,0.0004,15,0.0005
66103,80,0.0004,15,0.0005
66104,80,0.0004,15,0.0005
66106,80,0.0004,15,0.0005
66107,80,0.0004,15,0.0005
66108,80,0.0004,15,0.0005
66109,80,0.0004,0,0.0000
66110,80,0.0004,0,0.0000
66111,80,0.0004,0,0.0000
66112,80,0.0004,0,0.0000
66113,80,0.0004,0,0.0000
66114,80,0.0004,0,0.0000
66115,80,0.0004,0,0.0000
66116,80,0.0004,N/A,N/A
66117,80,0.0004,N/A,N/A
66118,80,0.0004,N/A,N/A
66120,80,0.0004,N/A,N/A
66121,80,0.0004,0,0.0000
66122,80,0.0004,0,0.0000
66123,80,0.0004,0,0.0000
66124,80,0.0004,0,0.0000
66125,80,0.0004,3,0.0007
66126,80,0.0004,3,0.0007
66127,80,0.0004,3,0.0007
66128,80,0.0004,3,0.0007
66129,80,0.0004,6,0.0006
66130,80,0.0004,6,0.0006
66131,80,0.0004,6,0.0006
66132,80,0.0004,6,0.0006
66134,80,0.0004,6,0.0006
66135,80,0.0004,6,0.0006
66136,80,0.0004,6,0.0006
66137,80,0.0004,6,0.0006
66138,80,0.0004,0,0.0000
66139,80,0.0004,2,0.0004
66140,80,0.0004,2,0.0004
66141,80,0.0004,3,0.0004
66142,80,0.0004,4,0.0003
66143,80,0.0004,4,0.0003
66144,80,0.0004,4,0.0003
66145,80,0.0004,4,0.0003
66147,80,0.0004,0,0.0000
66148,80,0.0004,0,0.0000
66149,80,0.0004,15,0.0005
66150,80,0.0004,0,0.0000
66153,80,0.0004,4,0.0003
66154,80,0.0004,0,0.0000
66155,80,0.0004,3,0.0007
66156,80,0.0004,0,0.0000
66157,80,0.0004,0,0.0000
66159,80,0.0004,15,0.0005
68003,404,0.0005,9,0.0002
68005,404,0.0005,38,0.0005
68006,404,0.0005,38,0.0005
68007,404,0.0005,38,0.0005
68008,404,0.0005,39,0.0004
68009,404,0.0005,38,0.0005
68010,404,0.0005,38,0.0005
68011,404,0.0005,38,0.0005
68012,404,0.0005,38,0.0005
68013,404,0.0005,38,0.0005
68014,404,0.0005,51,0.0004
68015,404,0.0005,51,0.0004
68016,404,0.0005,51,0.0004
68017,404,0.0005,51,0.0004
68018,404,0.0005,51,0.0004
68019,404,0.0005,12,0.0009
68022,404,0.0005,12,0.0009
68024,404,0.0005,12,0.0009
68025,404,0.0005,12,0.0009
68028,404,0.0005,12,0.0009
68029,404,0.0005,12,0.0009
68030,404,0.0005,12,0.0009
68031,404,0.0005,14,0.0015
68032,404,0.0005,12,0.0009
68033,404,0.0005,5,0.0004
68034,404,0.0005,5,0.0004
68035,404,0.0005,5,0.0004
68036,404,0.0005,5,0.0004
68037,404,0.0005,5,0.0004
68038,404,0.0005,5,0.0004
68039,404,0.0005,5,0.0004
68040,404,0.0005,5,0.0004
68041,404,0.0005,5,0.0004
68042,404,0.0005,5,0.0004
68045,404,0.0005,5,0.0004
68046,404,0.0005,23,0.0013
68047,404,0.0005,23,0.0013
68048,404,0.0005,23,0.0013
68049,404,0.0005,23,0.0013
68050,404,0.0005,23,0.0013
68053,404,0.0005,23,0.0013
68054,404,0.0005,23,0.0013
68055,404,0.0005,23,0.0013
68056,404,0.0005,2,0.0002
68057,404,0.0005,2,0.0002
68058,404,0.0005,2,0.0002
68060,404,0.0005,2,0.0002
68062,404,0.0005,2,0.0002
68063,404,0.0005,2,0.0002
68065,404,0.0005,9,0.0015
68066,404,0.0005,9,0.0015
68067,404,0.0005,9,0.0015
68068,404,0.0005,9,0.0015
68069,404,0.0005,9,0.0015
68070,404,0.0005,38,0.0009
68072,404,0.0005,38,0.0009
68073,404,0.0005,38,0.0009
68074,404,0.0005,38,0.0009
68075,404,0.0005,38,0.0009
68076,404,0.0005,38,0.0009
68077,404,0.0005,31,0.0002
68079,404,0.0005,31,0.0002
68080,404,0.0005,31,0.0002
68081,404,0.0005,31,0.0002
68084,404,0.0005,31,0.0002
68085,404,0.0005,31,0.0002
68086,404,0.0005,31,0.0002
68089,404,0.0005,38,0.0007
68091,404,0.0005,38,0.0007
68094,404,0.0005,38,0.0007
68095,404,0.0005,38,0.0007
68096,404,0.0005,38,0.0007
68097,404,0.0005,38,0.0007
68098,404,0.0005,38,0.0007
68100,404,0.0005,38,0.0007
68101,404,0.0005,9,0.0006
68102,404,0.0005,9,0.0006
68103,404,0.0005,9,0.0006
68104,404,0.0005,9,0.0006
68105,404,0.0005,13,0.0007
68106,404,0.0005,13,0.0007
68107,404,0.0005,13,0.0007
68109,404,0.0005,39,0.0004
68110,404,0.0005,39,0.0004
68111,404,0.0005,39,0.0004
68113,404,0.0005,39,0.0004
68114,404,0.0005,39,0.0004
68117,404,0.0005,39,0.0004
68118,404,0.0005,39,0.0004
68119,404,0.0005,39,0.0004
68120,404,0.0005,39,0.0004
68121,404,0.0005,39,0.0004
68122,404,0.0005,39,0.0004
68123,404,0.0005,39,0.0004
68125,404,0.0005,39,0.0004
68126,404,0.0005,39,0.0004
68127,404,0.0005,39,0.0004
68129,404,0.0005,2,0.0003
68130,404,0.0005,2,0.0003
68131,404,0.0005,2,0.0003
68132,404,0.0005,2,0.0003
68133,404,0.0005,11,0.0005
68134,404,0.0005,11,0.0005
68135,404,0.0005,11,0.0005
68136,404,0.0005,11,0.0005
68137,404,0.0005,11,0.0005
68139,404,0.0005,11,0.0005
68141,404,0.0005,11,0.0005
68142,404,0.0005,11,0.0005
68143,404,0.0005,11,0.0005
68144,404,0.0005,11,0.0005
68145,404,0.0005,11,0.0005
68146,404,0.0005,11,0.0005
68147,404,0.0005,11,0.0005
68148,404,0.0005,11,0.0005
68149,404,0.0005,11,0.0005
68150,404,0.0005,11,0.0005
68151,404,0.0005,11,0.0005
68152,404,0.0005,11,0.0005
68154,404,0.0005,11,0.0005
68155,404,0.0005,11,0.0005
68156,404,0.0005,11,0.0005
68157,404,0.0005,11,0.0005
68159,404,0.0005,11,0.0005
68160,404,0.0005,5,0.0003
68162,404,0.0005,5,0.0003
68163,404,0.0005,5,0.0003
68164,404,0.0005,5,0.0003
68165,404,0.0005,5,0.0003
68166,404,0.0005,5,0.0003
68167,404,0.0005,5,0.0003
68168,404,0.0005,5,0.0003
68169,404,0.0005,5,0.0003
68170,404,0.0005,5,0.0003
68171,404,0.0005,5,0.0003
68174,404,0.0005,5,0.0003
68178,404,0.0005,17,0.0012
68179,404,0.0005,17,0.0012
68180,404,0.0005,17,0.0012
68182,404,0.0005,17,0.0012
68183,404,0.0005,17,0.0012
68184,404,0.0005,17,0.0012
68185,404,0.0005,17,0.0012
68186,404,0.0005,17,0.0012
68187,404,0.0005,17,0.0012
68188,404,0.0005,17,0.0012
68189,404,0.0005,13,0.0008
68190,404,0.0005,13,0.0008
68191,404,0.0005,13,0.0008
68192,404,0.0005,13,0.0008
68193,404,0.0005,13,0.0008
68194,404,0.0005,13,0.0008
68195,404,0.0005,13,0.0008
68196,404,0.0005,13,0.0008
68197,404,0.0005,13,0.0008
68198,404,0.0005,13,0.0008
68199,404,0.0005,13,0.0008
68200,404,0.0005,21,0.0007
68202,404,0.0005,21,0.0007
68203,404,0.0005,9,0.0002
68204,404,0.0005,38,0.0005
68206,404,0.0005,17,0.0012
70001,982,0.0006,12,0.0005
70002,982,0.0006,12,0.0005
70003,982,0.0006,12,0.0005
70004,982,0.0006,12,0.0005
70008,982,0.0006,92,0.0005
70009,982,0.0006,92,0.0005
70010,982,0.0006,34,0.0007
70011,982,0.0006,34,0.0007
70013,982,0.0006,35,0.0004
70014,982,0.0006,13,0.0009
70015,982,0.0006,13,0.0009
70016,982,0.0006,13,0.0009
70017,982,0.0006,13,0.0009
70018,982,0.0006,13,0.0009
70019,982,0.0006,13,0.0009
70020,982,0.0006,31,0.0012
70021,982,0.0006,31,0.0012
70022,982,0.0006,31,0.0012
70023,982,0.0006,31,0.0012
70024,982,0.0006,31,0.0012
70025,982,0.0006,68,0.0005
70026,982,0.0006,68,0.0005
70027,982,0.0006,68,0.0005
70029,982,0.0006,108,0.0008
70031,982,0.0006,23,0.0007
70032,982,0.0006,23,0.0007
70033,982,0.0006,23,0.0007
70034,982,0.0006,23,0.0007
70035,982,0.0006,23,0.0007
70036,982,0.0006,23,0.0007
70037,982,0.0006,23,0.0007
70038,982,0.0006,92,0.0005
70039,982,0.0006,23,0.0007
70040,982,0.0006,23,0.0007
70041,982,0.0006,40,0.0009
70042,982,0.0006,40,0.0009
70043,982,0.0006,40,0.0009
70044,982,0.0006,40,0.0009
70045,982,0.0006,40,0.0009
70046,982,0.0006,40,0.0009
70047,982,0.0006,40,0.0009
70048,982,0.0006,40,0.0009
70049,982,0.0006,40,0.0009
70050,982,0.0006,40,0.0009
70051,982,0.0006,40,0.0009
70054,982,0.0006,40,0.0009
70055,982,0.0006,40,0.0009
70056,982,0.0006,40,0.0009
70057,982,0.0006,40,0.0009
70058,982,0.0006,40,0.0009
70059,982,0.0006,9,0.0006
70061,982,0.0006,54,0.0005
70062,982,0.0006,54,0.0005
70063,982,0.0006,54,0.0005
70064,982,0.0006,54,0.0005
70065,982,0.0006,54,0.0005
70066,982,0.0006,220,0.0009
70067,982,0.0006,4,0.0002
70068,982,0.0006,4,0.0002
70069,982,0.0006,4,0.0002
70070,982,0.0006,4,0.0002
70071,982,0.0006,4,0.0002
70073,982,0.0006,4,0.0002
70074,982,0.0006,4,0.0002
70076,982,0.0006,16,0.0005
70077,982,0.0006,16,0.0005
70078,982,0.0006,16,0.0005
70079,982,0.0006,16,0.0005
70080,982,0.0006,16,0.0005
70081,982,0.0006,16,0.0005
70083,982,0.0006,16,0.0005
70085,982,0.0006,97,0.0003
70086,982,0.0006,32,0.0002
70087,982,0.0006,32,0.0002
70088,982,0.0006,32,0.0002
70089,982,0.0006,32,0.0002
70090,982,0.0006,32,0.0002
70091,982,0.0006,32,0.0002
70093,982,0.0006,35,0.0004
70094,982,0.0006,32,0.0002
70095,982,0.0006,40,0.0009
70096,982,0.0006,23,0.0007
70097,982,0.0006,40,0.0009
70098,982,0.0006,13,0.0009
70099,982,0.0006,31,0.0012
72001,128,0.0005,10,0.0008
72003,128,0.0005,10,0.0008
72006,128,0.0005,10,0.0008
72007,128,0.0005,10,0.0008
72008,128,0.0005,10,0.0008
72010,128,0.0005,5,0.0003
72011,128,0.0005,5,0.0003
72012,128,0.0005,5,0.0003
72014,128,0.0005,5,0.0003
72015,128,0.0005,5,0.0003
72016,128,0.0005,0,0.0000
72017,128,0.0005,0,0.0000
72019,128,0.0005,0,0.0000
72020,128,0.0005,0,0.0000
72021,128,0.0005,0,0.0000
72022,128,0.0005,0,0.0000
72023,128,0.0005,0,0.0000
72024,128,0.0005,0,0.0000
72027,128,0.0005,N/A,N/A
72029,128,0.0005,1,0.0001
72031,128,0.0005,1,0.0001
72032,128,0.0005,1,0.0001
72033,128,0.0005,1,0.0001
72034,128,0.0005,1,0.0001
72035,128,0.0005,1,0.0001
72036,128,0.0005,50,0.0009
72037,128,0.0005,50,0.0009
72038,128,0.0005,50,0.0009
72041,128,0.0005,50,0.0009
72045,128,0.0005,50,0.0009
72046,128,0.0005,10,0.0004
72047,128,0.0005,2,0.0003
72049,128,0.0005,2,0.0003
72050,128,0.0005,2,0.0003
72051,128,0.0005,10,0.0004
72052,128,0.0005,10,0.0004
72053,128,0.0005,10,0.0004
72054,128,0.0005,10,0.0004
72055,128,0.0005,10,0.0004
72056,128,0.0005,10,0.0004
72057,128,0.0005,10,0.0004
72058,128,0.0005,10,0.0004
72059,128,0.0005,10,0.0004
72060,128,0.0005,10,0.0004
72061,128,0.0005,10,0.0004
72062,128,0.0005,10,0.0004
72065,128,0.0005,10,0.0004
72066,128,0.0005,10,0.0004
72067,128,0.0005,10,0.0004
72068,128,0.0005,10,0.0004
72070,128,0.0005,10,0.0004
72071,128,0.0005,10,0.0004
72072,128,0.0005,10,0.0004
72073,128,0.0005,10,0.0004
72074,128,0.0005,10,0.0004
72076,128,0.0005,10,0.0004
72077,128,0.0005,10,0.0004
72078,128,0.0005,3,0.0004
72079,128,0.0005,3,0.0004
72080,128,0.0005,3,0.0004
72081,128,0.0005,3,0.0004
72082,128,0.0005,3,0.0004
72083,128,0.0005,3,0.0004
72084,128,0.0005,1,0.0002
72085,128,0.0005,10,0.0008
74001,218,0.0006,3,0.0005
74002,218,0.0006,15,0.0007
74003,218,0.0006,15,0.0007
74004,218,0.0006,1,0.0004
74005,218,0.0006,24,0.0007
74006,218,0.0006,24,0.0007
74008,218,0.0006,24,0.0007
74009,218,0.0006,6,0.0020
74010,218,0.0006,N/A,N/A
74012,218,0.0006,N/A,N/A
74013,218,0.0006,N/A,N/A
74014,218,0.0006,0,0.0000
74015,218,0.0006,11,0.0014
74016,218,0.0006,11,0.0014
74017,218,0.0006,11,0.0014
74018,218,0.0006,3,0.0002
74019,218,0.0006,3,0.0002
74020,218,0.0006,3,0.0002
74023,218,0.0006,3,0.0002
74026,218,0.0006,1,0.0003
74027,218,0.0006,34,0.0012
74028,218,0.0006,34,0.0012
74029,218,0.0006,34,0.0012
74030,218,0.0006,34,0.0012
74031,218,0.0006,34,0.0012
74032,218,0.0006,0,0.0000
74034,218,0.0006,14,0.0005
74035,218,0.0006,14,0.0005
74036,218,0.0006,14,0.0005
74037,218,0.0006,14,0.0005
74038,218,0.0006,14,0.0005
74040,218,0.0006,14,0.0005
74041,218,0.0006,3,0.0003
74042,218,0.0006,3,0.0003
74046,218,0.0006,3,0.0005
74048,218,0.0006,3,0.0005
74049,218,0.0006,3,0.0005
74051,218,0.0006,3,0.0005
74053,218,0.0006,3,0.0005
74054,218,0.0006,21,0.0005
74055,218,0.0006,21,0.0005
74057,218,0.0006,21,0.0005
74058,218,0.0006,21,0.0005
74059,218,0.0006,21,0.0005
74060,218,0.0006,21,0.0005
74061,218,0.0006,0,0.0000
74062,218,0.0006,43,0.0006
74064,218,0.0006,43,0.0006
74065,218,0.0006,43,0.0006
74066,218,0.0006,43,0.0006
74067,218,0.0006,43,0.0006
74068,218,0.0006,43,0.0006
74069,218,0.0006,43,0.0006
74070,218,0.0006,43,0.0006
74071,218,0.0006,43,0.0006
74072,218,0.0006,43,0.0006
74073,218,0.0006,43,0.0006
74074,218,0.0006,43,0.0006
74075,218,0.0006,43,0.0006
74076,218,0.0006,43,0.0006
74077,218,0.0006,43,0.0006
74078,218,0.0006,43,0.0006
74079,218,0.0006,29,0.0013
74080,218,0.0006,29,0.0013
74081,218,0.0006,29,0.0013
74082,218,0.0006,29,0.0013
74083,218,0.0006,29,0.0013
74084,218,0.0006,29,0.0013
74085,218,0.0006,29,0.0013
74086,218,0.0006,29,0.0013
74088,218,0.0006,29,0.0013
74089,218,0.0006,29,0.0013
74090,218,0.0006,43,0.0006
74091,218,0.0006,34,0.0012
74092,218,0.0006,43,0.0006
74093,218,0.0006,1,0.0003
74094,218,0.0006,43,0.0006
76001,79,0.0005,0,0.0000
76003,79,0.0005,6,0.0008
76005,79,0.0005,6,0.0008
76006,79,0.0005,24,0.0003
76007,79,0.0005,24,0.0003
76008,79,0.0005,24,0.0003
76009,79,0.0005,24,0.0003
76010,79,0.0005,24,0.0003
76011,79,0.0005,24,0.0003
76012,79,0.0005,24,0.0003
76013,79,0.0005,24,0.0003
76014,79,0.0005,24,0.0003
76015,79,0.0005,24,0.0003
76016,79,0.0005,24,0.0003
76017,79,0.0005,24,0.0003
76018,79,0.0005,24,0.0003
76019,79,0.0005,24,0.0003
76020,79,0.0005,24,0.0003
76021,79,0.0005,24,0.0003
76022,79,0.0005,24,0.0003
76023,79,0.0005,4,0.0006
76024,79,0.0005,4,0.0006
76025,79,0.0005,9,0.0011
76026,79,0.0005,9,0.0011
76027,79,0.0005,9,0.0011
76028,79,0.0005,28,0.0006
76029,79,0.0005,28,0.0006
76030,79,0.0005,28,0.0006
76031,79,0.0005,28,0.0006
76032,79,0.0005,28,0.0006
76033,79,0.0005,28,0.0006
76034,79,0.0005,28,0.0006
76035,79,0.0005,28,0.0006
76036,79,0.0005,28,0.0006
76037,79,0.0005,28,0.0006
76038,79,0.0005,28,0.0006
76039,79,0.0005,28,0.0006
76040,79,0.0005,28,0.0006
76041,79,0.0005,28,0.0006
76042,79,0.0005,28,0.0006
76043,79,0.0005,28,0.0006
76044,79,0.0005,28,0.0006
76045,79,0.0005,28,0.0006
76046,79,0.0005,0,0.0000
76047,79,0.0005,0,0.0000
76048,79,0.0005,0,0.0000
76049,79,0.0005,0,0.0000
76050,79,0.0005,0,0.0000
76051,79,0.0005,6,0.0005
76052,79,0.0005,6,0.0005
76053,79,0.0005,6,0.0005
76054,79,0.0005,6,0.0005
76055,79,0.0005,6,0.0005
76056,79,0.0005,6,0.0005
76057,79,0.0005,6,0.0005
76058,79,0.0005,6,0.0005
76059,79,0.0005,2,0.0003
76060,79,0.0005,2,0.0003
76061,79,0.0005,2,0.0003
76062,79,0.0005,2,0.0003
76063,79,0.0005,2,0.0003
76064,79,0.0005,2,0.0003
76065,79,0.0005,2,0.0003
76066,79,0.0005,2,0.0003
76067,79,0.0005,24,0.0003
76068,79,0.0005,24,0.0003
76069,79,0.0005,24,0.0003
76070,79,0.0005,28,0.0006
76071,79,0.0005,28,0.0006
76073,79,0.0005,28,0.0006
76074,79,0.0005,6,0.0005
76075,79,0.0005,0,0.0000
78001,83,0.0005,12,0.0006
78002,83,0.0005,12,0.0006
78003,83,0.0005,12,0.0006
78005,83,0.0005,12,0.0006
78007,83,0.0005,12,0.0006
78008,83,0.0005,12,0.0006
78009,83,0.0005,12,0.0006
78010,83,0.0005,12,0.0006
78011,83,0.0005,12,0.0006
78012,83,0.0005,12,0.0006
78013,83,0.0005,12,0.0006
78014,83,0.0005,12,0.0006
78015,83,0.0005,12,0.0006
78016,83,0.0005,12,0.0006
78017,83,0.0005,12,0.0006
78018,83,0.0005,12,0.0006
78020,83,0.0005,12,0.0006
78021,83,0.0005,4,0.0006
78022,83,0.0005,4,0.0006
78023,83,0.0005,8,0.0013
78024,83,0.0005,8,0.0013
78025,83,0.0005,8,0.0013
78026,83,0.0005,6,0.0010
78027,83,0.0005,6,0.0010
78028,83,0.0005,6,0.0010
78029,83,0.0005,6,0.0010
78030,83,0.0005,6,0.0010
78031,83,0.0005,1,0.0001
78033,83,0.0005,1,0.0002
78034,83,0.0005,1,0.0002
78035,83,0.0005,1,0.0002
78036,83,0.0005,1,0.0002
78037,83,0.0005,10,0.0012
